LMM GLMM GEE
-0.0373301602503441 -0.749973682140231 0
-0.0428207634040953 -1.39706918308867 0
-0.0336337143452483 -0.911946398931147 0
-0.0350359064134861 -0.769396192917165 0
-0.0311066357160411 -0.89562018871452 0
-0.031696997816165 -0.849896350339584 0
-0.0267101816202074 -0.657096364930365 0
-0.0356819541657451 -1.17545952357206 0
-0.0268178524475839 -0.99464264378722 0
-0.0170926732464416 -0.369742748498482 0
-0.021687528556409 -0.800222626107087 0
-0.0267162510930275 -0.875670827194824 0
-0.0252263234301975 -0.441068373645837 0
-0.0317764828763295 -0.788014558599251 0
-0.0344066620620997 -0.729736279457211 0
-0.0265495993756434 -0.812000695582685 0
-0.0285907485343544 -0.863595194889005 0
-0.0255277800203964 -0.843920072608736 0
-0.0283279277209426 -0.740639046999209 0
-0.0229490312412376 -0.879724666363333 0
-0.0313227109373669 -1.04874881912649 0
-0.0299119023255454 -0.810860794422118 0
-0.0293839855921981 -0.694118792307872 0
-0.0301835963100354 -0.852627949683492 0
-0.0253950720932657 -0.608275905735532 0
-0.0259845320156289 -0.947537976512477 0
-0.0441239222249764 -0.756583798121819 0
-0.026115714078712 -0.82382180813391 0
-0.0249728843558747 -0.996908707117783 0
-0.01707855369243 -0.416709608359983 0
-0.0338401771531818 -0.957783222121219 0
-0.0243756818160197 -0.737036911870559 0
-0.0404664092179162 -0.981842917500011 0
-0.0320915689197335 -0.804612308609702 0
-0.0199978931075844 -0.770432190793681 0
-0.0311306427093821 -0.733803999000104 0
-0.0250442393572752 -0.901050765540507 0
-0.0328159485592342 -0.763108752139417 0
-0.0288818887795689 -0.515197150538595 0
-0.0123820260361833 -0.50887048760674 0
-0.0280860322054211 -0.779141753716347 0
-0.0144099906995229 -0.417351584743939 0
-0.033945954182965 -0.669329349609265 0
-0.0278362479188494 -0.612684811923463 0
-0.032102942770382 -0.627574910753209 0
-0.02344099310827 -0.888630392402768 0
-0.0319221420254437 -0.885757172808907 0
-0.028943266809467 -0.832520327232936 0
-0.0100771639347975 -0.382120136409277 0
-0.0247584734287579 -0.678901262566084 0
-0.0212011287346703 -0.648425945658384 0
-0.0187513473925386 -0.758308390976299 0
-0.0462242927757969 -0.729707690888279 0
-0.0422299934922205 -0.969046567421191 0
-0.0310320345639397 -0.918887768498093 0
-0.00983185760914885 -0.496789534257972 0
