LMM GLMM GEE
0 -0.00420549757545957 0
0 0.156627724265091 0
0 -0.0512075251091059 0
0 0.419865415946416 0
0 0.240650891395997 0
0 0.0684429476692617 0
0 0.279707845999575 0
0 -0.149124224180492 0
0 -0.0953688590857218 0
0 -0.135768771828475 0
0 0.0369184951905444 0
0 -0.0103212332708888 0
0 0.147958238194581 0
0 0.0720952525506675 0
0 -0.0275771585648289 0
0 -0.148281248969057 0
0 -0.134634436865693 0
0 -0.20878776687055 0
0 0.190376242227918 0
0 0.125007697179644 0
0 -0.284672385749893 0
0 -0.010061774175668 0
0 -0.163472211644006 0
0 0.0377623360808709 0
0 0.202024474043425 0
0 -0.0350057879665051 0
0 -0.0567751525621406 0
0 -0.153198476301836 0
0 0.273875188500993 0
0 0.183269132898901 0
0 -0.0842585781190833 0
0 0.241945606645347 0
0 -0.0753717837656238 0
0 0.097860907575189 0
0 -0.00175770547285433 0
0 0.214162430720691 0
0 0.174552844283016 0
0 0.044224472014417 0
0 -0.113986404303547 0
0 -0.0449173333844563 0
0 -0.0348697768047628 0
0 0.0657933613061107 0
0 0.309262611492375 0
0 -0.0736268145118067 0
0 0.117989161862455 0
0 0.273068618765406 0
0 0.170831240602119 0
0 -0.0026045688350581 0
0 0.220660875057588 0
0 0.0590324771375577 0
0 0.0133593127498632 0
0 -0.00947526282123951 0
0 0.0322170254329382 0
0 -0.0340388809786929 0
0 0.00133890799034588 0
0 0.275453183847448 0
0 0.024433177672872 0
0 0.00530500915059219 0
0 -0.118388190078686 0
0 0.104351333544049 0
0 -0.128442676644352 0
0 0.0867883131001945 0
0 0.0741339902727244 0
0 -0.123948629945115 0
0 0.0391300451747066 0
0 0.250742181941671 0
0 0.0170220578382406 0
0 0.0848389648241631 0
0 -0.0260131652136467 0
0 0.0660732410058043 0
0 -0.0494113381483975 0
0 0.0717750885109679 0
0 -0.0523188535581965 0
0 0.0759888563225846 0
0 0.011489017329692 0
0 0.0782694415756927 0
0 0.0609469011742968 0
0 -0.0646084518950604 0
0 -0.030053675034541 0
0 -0.418573107327882 0
0 -0.107859723440231 0
0 -0.00445786990339068 0
0 0.00633731959971978 0
0 0.0885535419250631 0
0 0.0336775584796413 0
0 0.0156671711452873 0
0 -0.141956090010449 0
0 -0.153634564334655 0
0 0.0948686942000344 0
0 0.0426328257614678 0
0 -0.187272617720351 0
0 -0.108952085729115 0
0 -0.130531153685898 0
0 -0.0374247339685072 0
0 -0.030800510948167 0
0 -0.166662545371398 0
0 -0.110749641478658 0
0 0.0102981797900711 0
0 -0.0787592399735684 0
0 -0.0217256754789864 0
