LMM GLMM GEE
-0.0197947922181037 -0.0242959407638054 0
-0.0303569605400497 -0.0260022265678317 0
-0.0153748315337155 -0.0144343091405249 0
-0.0120178576108597 -0.0154634225204651 0
-0.0117819658990306 -0.0140139366724456 0
-0.012469788653722 -0.0120863520007138 0
-0.0215206459105778 -0.0217923906853943 0
-0.0154840907414211 -0.0143857519865104 0
-0.0233193238906185 -0.025401211894044 0
-0.0218955659675266 -0.0232954370883448 0
-0.0190135382474377 -0.0228316783204213 0
-0.0208974070999845 -0.0210126559475482 0
-0.0199192376046605 -0.0220003045367836 0
-0.0165636087999178 -0.0190996327405014 0
-0.0264672394467664 -0.0261718253168121 0
-0.0258747276609774 -0.0260295118335063 0
-0.0290767934960534 -0.026761032951042 0
-0.0267806530884906 -0.0209598281892451 0
-0.0269467687391285 -0.0195174336548585 0
-0.0149774915680304 -0.019312671281458 0
-0.0240171091613989 -0.0253941506845346 0
-0.0348673536919293 -0.0320386836734444 0
-0.0156713105076484 -0.0172209412568179 0
-0.0316239186225818 -0.0291317789013069 0
-0.0223319742736056 -0.0217665264313921 0
-0.0152764819214304 -0.0130867200605746 0
-0.0137492328443118 -0.0165184420771579 0
-0.0104243769439037 -0.0100903895326181 0
-0.0193012229921472 -0.021052114858288 0
-0.0133651487735192 -0.0190337412150631 0
-0.0202324912683398 -0.0163359557723626 0
-0.0263268909707232 -0.0272386224157871 0
-0.0283105101279224 -0.0277751148038949 0
-0.0174839871832616 -0.0179242969712171 0
-0.0142015567505919 -0.0136686696453051 0
-0.0152714541591983 -0.0153541050489356 0
-0.0188811804761948 -0.019242074611406 0
-0.018766083459795 -0.0211907073984737 0
-0.0171579618586362 -0.0118016584946691 0
-0.00854382967955742 -0.011862102316411 0
-0.0185439976781418 -0.0204476778849926 0
-0.0286364090203981 -0.0301726056561351 0
-0.0241521639728297 -0.0222571790368804 0
-0.0202909983783966 -0.021042660624212 0
-0.0243911578142181 -0.0205912341740332 0
-0.0279370448727377 -0.0230114290446953 0
-0.0255126110136032 -0.0270673920061057 0
-0.0186354327411984 -0.0157273498568134 0
-0.0105050730312717 -0.0117058127361209 0
-0.022677361419785 -0.0225617615425914 0
-0.0223172233909963 -0.0192399628780494 0
-0.0282399862790487 -0.0267148841186506 0
-0.0156551010870652 -0.0210351100778184 0
-0.0227904561139712 -0.0196134349313439 0
-0.0234910258342083 -0.0224752512496019 0
-0.0333567016348205 -0.0292012444390809 0
-0.0226759650054714 -0.0227341104991722 0
-0.0217723047873336 -0.0210807171754434 0
-0.0155383628841361 -0.0171252949146411 0
-0.0196081205907098 -0.0244103641183102 0
-0.0225625271862157 -0.0220542515834539 0
-0.0217637131944201 -0.026340758850216 0
-0.0189860033813592 -0.0226095805134284 0
-0.0218546724928573 -0.0196963959131614 0
-0.0122505200878328 -0.0177168896817881 0
-0.0185497963726994 -0.0182177112385935 0
-0.017663340325697 -0.0210839842763045 0
-0.0247354852031033 -0.0297680148211995 0
-0.0216703698041669 -0.0252349940954516 0
-0.0164726148470341 -0.0164130717987194 0
-0.00502729854102189 -0.00821512677178276 0
-0.0190613171801509 -0.0190539189422449 0
-0.0256015048235142 -0.0256304886637067 0
-0.0225314909950996 -0.0242160080053416 0
-0.0207665307937821 -0.0168960158103131 0
-0.0082658325732545 -0.0121179463415194 0
-0.0242150785027379 -0.0268177289897109 0
-0.0250844587421903 -0.0201412135467859 0
-0.0192563736172474 -0.0186215432670949 0
-0.0254489494324629 -0.0211057201124171 0
-0.0279542792774175 -0.035558541852484 0
-0.0126079827735374 -0.0104595188590162 0
-0.012871243976141 -0.0166558443645116 0
-0.0154803307826578 -0.021145078740905 0
-0.0244533636102421 -0.0232518106871448 0
-0.025726460751806 -0.0273147336593244 0
-0.0160451098634425 -0.0163723095243413 0
-0.0231382842816668 -0.0213927563235773 0
-0.0245685156673546 -0.0231829317653531 0
-0.0273144103400032 -0.0266660089330115 0
-0.0249711174045528 -0.0190690327326661 0
-0.0144648239079917 -0.0191989646488533 0
-0.0192925186444691 -0.019551224358844 0
-0.0169941975878994 -0.0198529122576597 0
-0.0305630779823575 -0.0293244019490396 0
-0.00727820183124072 -0.00814459760155602 0
-0.0153599914365729 -0.0124209074042083 0
-0.0293676071182008 -0.0275784859350138 0
-0.0257728757246582 -0.0261639557680163 0
-0.0232687891612171 -0.0219902520877275 0
