LMM GLMM GEE
0 0 -0.0149887892773034
0 0 -0.0100781906836375
0 0 -0.00982616984094356
0 0 -0.00551578926561162
0 0 -0.0185843325299226
0 0 -0.009230808373491
0 0 -0.0153235041310817
0 0 -0.0133894751365222
0 0 -0.0153420270130175
0 0 -0.0222049028601314
0 0 -0.0171894659246233
0 0 -0.00642872546055039
0 0 -0.00633541594600863
0 0 -0.0171389240358952
0 0 -0.0101625824673748
0 0 -0.00582106528368276
0 0 -0.0181409640294651
0 0 -0.00783854008478322
0 0 -0.0155935517227255
0 0 -0.00764704878967545
0 0 -0.0157958769424643
0 0 -0.0194161737281662
0 0 -0.0141105937734694
0 0 -0.00568830593532926
0 0 -0.00147169597141404
0 0 -0.00985831717501231
0 0 -0.00990550856628865
0 0 -0.0168962435510392
0 0 -0.0208290001084057
0 0 -0.0145604026616325
0 0 -0.0252284327479631
0 0 -0.00588283792814991
0 0 -0.0261709058883731
0 0 -0.00960698424330057
0 0 -0.0197898314745446
0 0 -0.0108589404357475
0 0 -0.0259606881790461
0 0 -0.0175333027177325
0 0 -0.0182239493986268
0 0 -0.00842058921008312
0 0 -0.0160799768043052
0 0 -0.00851829357322747
0 0 -0.0103591652075173
0 0 -0.0204308373097913
0 0 -0.00796742979449623
0 0 -0.0154286221141511
0 0 -0.0220230056461037
0 0 -0.021414217766195
0 0 -0.00686824007260262
0 0 -0.0149724385904659
0 0 -0.0131388447557001
0 0 -0.0126980032056092
0 0 -0.00503796694764481
0 0 -0.00746758603316657
0 0 -0.0156888339946638
0 0 -0.0218614448370556
0 0 -0.0292555157889624
0 0 -0.0171341172961187
0 0 -0.0168511505675088
0 0 -0.017529146314914
0 0 -0.0290180440797149
0 0 -0.00628702698113078
0 0 -0.0150220410695253
0 0 -0.0198374781394651
0 0 -0.0195366080072743
0 0 -0.0135721132299156
0 0 -0.0226562480077608
0 0 -0.0108231786251757
0 0 -0.0185436239788745
0 0 -0.0114759878612916
0 0 -0.0178500374969086
0 0 -0.0238411608457197
0 0 -0.0320759324024076
0 0 -0.0193588309614246
0 0 -0.00963885774698933
0 0 -0.0219933626083869
0 0 -0.0154260948378311
0 0 -0.00552810591969145
0 0 -0.027986776558647
0 0 -0.0248451290417644
0 0 -0.0250882931123363
0 0 -0.0102434644343579
0 0 -0.0108738266231499
0 0 -0.00299141649145258
0 0 -0.0173488463363269
0 0 -0.0103157395929064
0 0 -0.0145756265660672
0 0 -0.0201480562709774
0 0 -0.0053655348781438
0 0 -0.0271149607907671
0 0 -0.024708944447432
0 0 -0.0193710616850311
0 0 -0.0139044464285045
0 0 -0.0208957088175741
0 0 -0.025545513595478
0 0 -0.0115918743992736
0 0 -0.0221746291667972
0 0 -0.0146855206509777
0 0 -0.00983613270627881
0 0 -0.0172981028789374
